jurisdiccion;ID1;sector;ambito;presentismo;respondente;matricula del marco;participa
2;921200196980921;Estatal;Urbano;44;44;52;1
2;940500198990940;Estatal;Urbano;115;115;131;1
2;603330600603330;Estatal;Urbano;39;38;46;1
2;804441200804441;Estatal;Urbano;41;40;46;1
2;166500301651665;Privado;Urbano;56;55;71;1
2;317200522863172;Estatal;Urbano;23;23;24;1
2;347200563083472;Estatal;Urbano;64;64;72;1
2;362500583193625;Estatal;Urbano;25;25;56;1
2;492100744074921;Estatal;Urbano;87;86;99;1
2;509200764185092;Privado;Urbano;0;0;58;0
2;616000884846160;Privado;Urbano;85;80;94;1
2;730000100550730;Privado;Urbano;46;46;51;1
2;749700102561749;Privado;Urbano;12;12;22;1
2;769600104572769;Estatal;Urbano;47;46;54;1
2;789700106583789;Privado;Urbano;58;58;60;1
2;851200112616851;Estatal;Urbano;45;39;53;1
2;979600124682979;Estatal;Urbano;19;19;25;1
2;102400012870410;Estatal;Urbano;64;62;74;1
2;104650013071510;Estatal;Urbano;39;39;45;1
2;116200014077011;Estatal;Urbano;37;37;39;1
2;118570014278111;Estatal;Urbano;10;10;22;1
2;120960014479212;Estatal;Urbano;46;46;54;1
2;128250015082512;Privado;Urbano;138;136;158;1
2;130720015283613;Estatal;Urbano;52;0;53;0
2;140800016088014;Privado;Urbano;15;15;16;1
2;143370016289114;Estatal;Urbano;37;35;50;1
2;145960016490214;Estatal;Urbano;28;28;31;1
2;164650017897916;Estatal;Urbano;34;34;39;1
2;167400018099016;Privado;Urbano;52;52;57;1
2;170170018300117;Privado;Urbano;48;48;54;1
2;172960018501217;Privado;Urbano;67;67;70;1
2;175770018702317;Estatal;Urbano;40;40;46;1
2;178600018903417;Privado;Urbano;42;42;48;1
2;181450019104518;Privado;Urbano;46;46;53;1
2;184320019305618;Estatal;Urbano;46;45;60;1
2;193050019908919;Privado;Urbano;26;26;29;1
2;196000020110019;Privado;Urbano;48;48;55;1
2;198970020311119;Estatal;Urbano;64;62;72;1
2;603660600603660;Estatal;Urbano;0;0;23;0
2;100601020001006;Privado;Urbano;35;35;47;1
2;140841442001408;Privado;Urbano;38;37;39;1
2;181081872001810;Estatal;Urbano;17;17;22;1
2;201202090002012;Privado;Urbano;40;40;43;1
2;339200321923392;Estatal;Urbano;47;46;54;1
2;362100342043621;Estatal;Urbano;42;42;47;1
2;385200362163852;Estatal;Urbano;23;22;33;1
2;408500382284085;Estatal;Urbano;43;43;53;1
2;455700422524557;Privado;Urbano;36;36;40;1
2;479600442644796;Privado;Urbano;53;53;63;1
2;528000482885280;Privado;Urbano;58;54;61;1
2;552500503005525;Privado;Urbano;23;21;26;1
2;652500583486525;Privado;Urbano;58;58;58;1
2;755700663967557;Privado;Urbano;51;51;55;1
2;862100744448621;Privado;Urbano;75;75;84;1
2;971700824929717;Estatal;Urbano;36;33;45;1
2;102770086516102;Privado;Urbano;53;53;59;1
2;105600088528105;Estatal;Urbano;40;40;42;1
2;114210094564114;Estatal;Urbano;39;38;55;1
2;128960010462412;Privado;Urbano;73;73;84;1
2;138050011066013;Privado;Urbano;58;58;61;1
2;141120011267214;Privado;Urbano;1;0;59;0
2;147320011669614;Estatal;Urbano;29;28;40;1
2;150450011870815;Estatal;Urbano;36;34;41;1
2;153600012072015;Privado;Urbano;17;17;18;1
2;166400012876816;Privado;Urbano;0;0;14;0
2;169650013078016;Estatal;Urbano;38;21;44;1
2;172920013279217;Estatal;Urbano;36;34;44;1
2;176210013480417;Estatal;Urbano;38;37;43;1
2;179520013681617;Estatal;Urbano;30;28;30;1
2;182850013882818;Estatal;Urbano;19;19;21;1
2;186200014084018;Privado;Urbano;54;54;59;1
2;192960014486419;Privado;Urbano;51;49;55;1
2;196370014687619;Privado;Urbano;88;87;92;1
2;199800014888819;Privado;Urbano;74;74;77;1
2;206720015291220;Estatal;Urbano;45;45;50;1
2;220800016096022;Privado;Urbano;27;27;29;1
2;231570016699623;Estatal;Urbano;45;23;48;1
2;235200016900823;Privado;Urbano;54;27;107;1
2;272600018912827;Privado;Urbano;38;38;55;1
2;276450019114027;Estatal;Urbano;18;18;19;1
2;280320019315228;Estatal;Urbano;39;39;42;1
2;288120019717628;Estatal;Urbano;20;19;25;1
2;296000020120029;Privado;Urbano;17;17;18;1
2;299970020321229;Estatal;Urbano;56;56;58;1
2;307970020723630;Privado;Urbano;63;63;71;1
2;201330000201330;Privado;Urbano;72;72;86;1
2;402660200402660;Estatal;Urbano;23;22;24;1
2;603990600603990;Estatal;Urbano;38;37;43;1
2;100651520001006;Privado;Urbano;24;24;25;1
2;120781830001207;Privado;Urbano;23;22;26;1
2;140912142001409;Privado;Urbano;43;43;49;1
2;181172772001811;Estatal;Urbano;41;41;49;1
2;221433410002214;Privado;Urbano;28;28;29;1
2;499200322084992;Estatal;Urbano;32;16;36;1
2;565200362345652;Privado;Urbano;41;41;50;1
2;733700462997337;Privado;Urbano;39;39;39;1
2;768000483127680;Estatal;Urbano;57;45;63;1
2;802500503258025;Estatal;Urbano;36;29;38;1
2;837200523388372;Estatal;Urbano;22;22;23;1
2;872100543518721;Privado;Urbano;40;40;50;1
2;978000603909780;Estatal;Urbano;20;20;26;1
2;104960064416104;Estatal;Urbano;59;58;92;1
2;112200068442112;Estatal;Urbano;31;31;49;1
2;126920076494126;Privado;Urbano;51;51;52;1
2;130650078507130;Privado;Urbano;98;98;134;1
2;138170082533138;Privado;Urbano;49;49;52;1
2;145770086559145;Privado;Urbano;20;20;22;1
2;149600088572149;Estatal;Urbano;26;26;29;1
2;153450090585153;Privado;Urbano;22;22;23;1
2;157320092598157;Privado;Urbano;66;66;68;1
2;161210094611161;Estatal;Urbano;30;30;46;1
2;165120096624165;Estatal;Urbano;50;49;53;1
2;169050098637169;Privado;Urbano;54;54;56;1
2;173000010065017;Privado;Urbano;43;43;44;1
2;176970010266317;Estatal;Urbano;33;32;35;1
2;193050011071519;Estatal;Urbano;49;48;65;1
2;201210011474120;Estatal;Urbano;83;81;92;1
2;205320011675420;Estatal;Urbano;36;34;42;1
2;209450011876720;Estatal;Urbano;43;43;45;1
2;217770012279321;Estatal;Urbano;21;21;22;1
2;247520013688424;Estatal;Urbano;36;36;39;1
2;251850013889725;Estatal;Urbano;65;65;81;1
2;256200014091025;Estatal;Urbano;27;25;30;1
2;260570014292326;Estatal;Urbano;40;33;44;1
2;264960014493626;Estatal;Urbano;40;18;43;1
2;273800014896227;Privado;Urbano;16;16;20;1
2;287210015500128;Privado;Urbano;26;26;29;1
2;291720015701429;Estatal;Urbano;113;111;131;1
2;296250015902729;Estatal;Urbano;18;18;23;1
2;323850017110532;Privado;Urbano;50;50;53;1
2;347409018117034;Privado;Urbano;19;19;21;1
2;371450019123537;Privado;Urbano;57;57;59;1
2;376320019324837;Estatal;Urbano;61;57;83;1
2;386120019727438;Estatal;Urbano;70;70;75;1
2;391050019928739;Estatal;Urbano;113;88;140;1
2;400970020331340;Privado;Urbano;63;31;69;1
2;405960020532640;Estatal;Urbano;26;26;36;1
2;410970020733941;Estatal;Urbano;36;36;42;1
2;402880200402880;Estatal;Urbano;38;36;45;1
2;604212060060421;Estatal;Urbano;48;48;52;1
2;805616120080561;Privado;Urbano;42;37;43;1
2;100702020001007;Privado;Urbano;60;58;60;1
2;140982842001409;Privado;Urbano;19;19;22;1
2;181263672001812;Privado;Urbano;21;21;21;1
2;150850070490150;Privado;Urbano;51;51;60;1
2;160210074518160;Estatal;Urbano;41;41;63;1
2;164920076532164;Estatal;Urbano;41;41;46;1
2;169650078546169;Estatal;Urbano;28;28;35;1
2;174400080560174;Estatal;Urbano;26;26;29;1
2;203320092644203;Estatal;Urbano;37;35;58;1
2;237970010674223;Estatal;Urbano;25;25;28;1
2;336960014500833;Estatal;Urbano;40;40;49;1
2;358720015306435;Privado;Urbano;23;23;24;1
2;364210015507836;Privado;Urbano;104;104;110;1
2;369720015709236;Privado;Urbano;69;69;75;1
2;380800016112038;Privado;Urbano;20;15;25;1
2;397570016716239;Privado;Urbano;47;47;50;1
2;403200016917640;Privado;Urbano;0;0;88;0
2;414520017320441;Privado;Urbano;26;26;29;1
2;420210017521842;Privado;Urbano;105;105;120;1
2;431650017924643;Privado;Urbano;52;50;59;1
2;437400018126043;Estatal;Urbano;56;53;70;1
2;454770018730245;Privado;Urbano;24;24;25;1
2;460600018931646;Privado;Urbano;25;25;25;1
2;484120019737248;Privado;Urbano;68;68;73;1
2;501970020341450;Estatal;Urbano;42;40;45;1
2;507960020542850;Estatal;Urbano;25;25;29;1
2;513970020744251;Privado;Urbano;40;40;43;1
2;201550000201550;Estatal;Urbano;76;74;89;1
2;100752520001007;Privado;Urbano;33;33;38;1
2;120903030001209;Estatal;Urbano;39;37;44;1
2;141053542001410;Privado;Urbano;65;65;70;1
2;181354572001813;Privado;Urbano;0;0;42;0
2;201505090002015;Estatal;Urbano;22;22;29;1
2;221655610002216;Estatal;Urbano;65;65;74;1
2;766500302257665;Privado;Urbano;88;88;90;1
2;872100342558721;Privado;Urbano;76;76;77;1
2;925200362709252;Privado;Urbano;72;72;79;1
2;103200040300103;Estatal;Urbano;87;79;94;1
2;113960044330113;Privado;Urbano;32;32;34;1
2;119370046345119;Privado;Urbano;22;22;24;1
2;124800048360124;Privado;Urbano;53;53;61;1
2;130250050375130;Estatal;Urbano;23;23;26;1
2;141210054405141;Estatal;Urbano;39;35;39;1
2;157800060450157;Estatal;Urbano;56;54;67;1
2;180200068510180;Privado;Urbano;83;83;102;1
2;191520072540191;Estatal;Urbano;16;16;22;1
2;197210074555197;Estatal;Urbano;67;67;72;1
2;202920076570202;Privado;Urbano;103;96;110;1
2;208650078585208;Privado;Urbano;57;56;62;1
2;214400080600214;Estatal;Urbano;40;40;51;1
2;225960084630225;Privado;Urbano;47;47;52;1
2;231770086645231;Estatal;Urbano;32;32;43;1
2;237600088660237;Estatal;Urbano;58;57;70;1
2;243450090675243;Estatal;Urbano;39;39;49;1
2;273000010075027;Estatal;Urbano;22;22;23;1
2;284960010478028;Estatal;Urbano;33;31;35;1
2;290970010679529;Estatal;Urbano;23;23;45;1
2;327450011888532;Estatal;Urbano;33;33;41;1
2;352170012694535;Privado;Urbano;21;21;22;1
2;377210013500537;Privado;Urbano;16;16;19;1
2;389850013903538;Estatal;Urbano;12;12;21;1
2;402570014306540;Privado;Urbano;27;27;30;1
2;421800014911042;Estatal;Urbano;35;35;42;1
2;428250015112542;Estatal;Urbano;46;43;50;1
2;434720015314043;Estatal;Urbano;38;38;88;1
2;454250015918545;Estatal;Urbano;32;31;36;1
2;487200016926048;Estatal;Urbano;52;50;62;1
2;493850017127549;Estatal;Urbano;41;40;50;1
2;513920017732051;Estatal;Urbano;28;28;33;1
2;520650017933552;Estatal;Urbano;49;49;58;1
2;527400018135052;Privado;Urbano;58;58;63;1
2;540960018538054;Estatal;Urbano;42;42;46;1
2;547770018739554;Estatal;Urbano;56;56;68;1
2;561450019142556;Estatal;Urbano;23;23;25;1
2;201660000201660;Estatal;Urbano;38;38;47;1
2;604818060060481;Estatal;Urbano;41;41;49;1
2;221766710002217;Privado;Urbano;20;20;21;1
2;916500302409165;Privado;Urbano;22;22;25;1
2;116850038304116;Privado;Urbano;27;27;31;1
2;135960044352135;Estatal;Urbano;32;32;36;1
2;207570066528207;Privado;Urbano;33;33;33;1
2;261170082656261;Estatal;Urbano;18;17;19;1
2;274770086688274;Estatal;Urbano;34;33;40;1
2;281600088704281;Estatal;Urbano;15;15;23;1
2;323000010080032;Privado;Urbano;24;24;31;1
2;336960010483233;Estatal;Urbano;30;27;35;1
2;365120011289636;Estatal;Urbano;19;19;21;1
2;393600012096039;Privado;Urbano;16;16;21;1
2;415170012700841;Estatal;Urbano;50;50;54;1
2;422400012902442;Estatal;Urbano;26;26;33;1
2;429650013104042;Estatal;Urbano;38;36;46;1
2;436920013305643;Estatal;Urbano;24;24;33;1
2;458850013910445;Estatal;Urbano;31;31;38;1
2;518210015523251;Privado;Urbano;62;62;74;1
2;533250015926453;Privado;Urbano;34;34;37;1
2;540800016128054;Estatal;Urbano;33;33;39;1
2;548370016329654;Estatal;Urbano;26;26;27;1
2;555960016531255;Estatal;Urbano;51;51;60;1
2;563570016732856;Estatal;Urbano;21;21;76;1
2;571200016934457;Privado;Urbano;56;56;67;1
2;578850017136057;Privado;Urbano;24;24;28;1
2;586520017337658;Estatal;Urbano;36;20;46;1
2;594210017539259;Estatal;Urbano;24;24;55;1
2;609650017942460;Privado;Urbano;85;85;92;1
2;617400018144061;Estatal;Urbano;67;62;93;1
2;625170018345662;Estatal;Urbano;43;38;53;1
2;632960018547263;Privado;Urbano;47;47;52;1
2;640770018748864;Privado;Urbano;16;16;18;1
2;648600018950464;Privado;Urbano;44;44;47;1
2;656450019152065;Privado;Urbano;11;10;44;1
2;672210019555267;Estatal;Urbano;26;26;30;1
2;696000020160069;Privado;Urbano;83;83;93;1
2;711960020563271;Estatal;Urbano;34;34;57;1
2;719970020764871;Privado;Urbano;54;54;57;1
2;201770000201770;Privado;Urbano;121;119;123;1
2;605121060060512;Privado;Urbano;41;41;46;1
2;806828120080682;Privado;Urbano;97;94;103;1
2;121024230001210;Privado;Urbano;97;97;110;1
2;201707090002017;Privado;Urbano;25;25;34;1
2;113920032272113;Estatal;Urbano;37;36;43;1
2;121210034289121;Estatal;Urbano;34;33;47;1
2;165370046391165;Estatal;Urbano;42;42;45;1
2;294400080680294;Privado;Urbano;20;18;20;1
2;317770086731317;Privado;Urbano;17;16;18;1
2;405000010891840;Privado;Urbano;25;25;26;1
2;413050011093541;Estatal;Urbano;20;18;20;1
2;429210011496942;Privado;Urbano;24;24;27;1
2;453600012102045;Privado;Urbano;11;11;21;1
2;478170012707147;Privado;Urbano;12;12;13;1
2;519520013715651;Privado;Urbano;8;8;21;1
2;561370014724156;Privado;Urbano;23;23;24;1
2;612250015934361;Privado;Urbano;16;16;18;1
2;637968216539463;Estatal;Urbano;48;48;52;1
2;724960018556472;Estatal;Urbano;23;23;36;1
2;760320019363276;Privado;Urbano;40;40;42;1
2;121650030270121;Privado;Urbano;0;0;39;0
2;129920032288129;Privado;Urbano;40;38;45;1
2;188370046414188;Privado;Urbano;0;0;3;0
2;213720052468213;Privado;Urbano;41;40;47;1
2;222210054486222;Privado;Urbano;69;69;70;1
2;247800060540247;Privado;Urbano;27;27;27;1
2;360770086774360;Estatal;Urbano;27;24;57;1
2;369600088792369;Estatal;Urbano;39;37;53;1
2;459000010897245;Privado;Urbano;24;24;25;1
2;596850013924259;Privado;Urbano;21;21;23;1
2;624960014529662;Privado;Urbano;20;20;20;1
2;634370014731463;Privado;Urbano;48;47;60;1
2;672210015538667;Privado;Urbano;20;20;25;1
2;768210017556676;Privado;Urbano;42;42;42;1
2;807170018363880;Privado;Urbano;7;7;18;1
2;856320019372885;Privado;Urbano;46;46;52;1
2;886050019978288;Privado;Urbano;49;49;56;1
2;905970020381890;Privado;Urbano;0;0;31;0
2;121145430001211;Privado;Urbano;22;22;25;1
2;141336342001413;Privado;Urbano;14;14;20;1
2;161527256001615;Privado;Urbano;26;25;27;1
2;222091001000222;Privado;Urbano;40;39;43;1
2;583770012315958;Privado;Urbano;21;21;22;1
2;577200157560577;Privado;Urbano;13;13;14;1
2;902100195940902;Privado;Urbano;10;10;11;1
2;404220200404220;Privado;Urbano;24;24;28;1
2;393700626513937;Privado;Urbano;45;41;47;1
2;597700869035977;Estatal;Urbano;50;49;59;1
2;634500909456345;Estatal;Urbano;58;58;65;1
2;672100949876721;Privado;Urbano;0;0;26;0
2;145960016572214;Privado;Urbano;30;30;34;1
2;196000020210019;Privado;Urbano;21;21;21;1
2;385200363963852;Privado;Urbano;13;13;16;1
2;455700424624557;Privado;Urbano;13;13;14;1
2;627200566166272;Privado;Urbano;0;0;27;0
2;117120097056117;Privado;Urbano;21;21;22;1
2;123000010110012;Privado;Urbano;33;33;38;1
2;213720015771621;Estatal;Urbano;49;41;52;1
2;227960016580422;Estatal;Urbano;6;6;59;1
2;231570016782623;Estatal;Urbano;79;75;112;1
2;242520017389224;Privado;Urbano;5;5;21;1
2;246210017591424;Privado;Urbano;19;16;24;1
2;249920017793624;Privado;Urbano;15;15;18;1
2;238920013351823;Privado;Urbano;13;13;15;1
2;291720015779429;Privado;Urbano;22;22;23;1
2;202404090002024;Privado;Urbano;15;15;17;1
2;320850013965632;Estatal;Urbano;75;75;89;1
2;766500303757665;Privado;Urbano;18;18;20;1
2;388960010540438;Privado;Urbano;0;0;20;0
2;223088910002230;Estatal;Urbano;115;103;123;1
2;230720056784230;Privado;Urbano;10;10;10;1
2;239250058812239;Privado;Urbano;23;23;24;1
2;256370062868256;Privado;Urbano;21;15;21;1
2;306570066957306;Privado;Urbano;10;10;12;1
2;443210095363443;Estatal;Urbano;53;46;54;1
2;453120097392453;Privado;Urbano;18;18;18;1
2;919770018869791;Estatal;Urbano;74;73;79;1
2;223301100022330;Privado;Urbano;42;42;49;1
2;193200933801932;Privado;Urbano;13;13;16;1
2;608000162400608;Privado;Urbano;31;31;33;1
2;655700168490655;Estatal;Urbano;28;7;28;1
2;672000170520672;Estatal;Urbano;45;45;48;1
2;902100196910902;Estatal;Urbano;17;17;23;1
2;960000203000960;Estatal;Urbano;19;19;20;1
2;393700629613937;Estatal;Urbano;30;30;40;1
2;409600649924096;Estatal;Urbano;19;0;30;0
2;425700670234257;Estatal;Urbano;32;32;39;1
2;102000986001020;Estatal;Urbano;0;0;66;0
6;180006001800060;Estatal;Urbano;68;68;76;1
6;240001200240001;Privado;Urbano;58;58;60;1
6;300002000300002;Privado;Urbano;85;85;103;1
6;480005600480005;Privado;Urbano;98;95;117;1
6;600009000600009;Privado;Urbano;0;0;32;0
6;660001100066000;Privado;Urbano;52;49;55;1
6;221001020002210;Estatal;Urbano;50;49;52;1
6;285001140002850;Estatal;Urbano;91;91;106;1
6;320001200003200;Estatal;Urbano;38;31;42;1
6;357001260003570;Estatal;Urbano;37;37;42;1
6;480001440004800;Estatal;Urbano;28;28;32;1
6;572001560005720;Estatal;Urbano;38;38;52;1
6;837001860008370;Estatal;Urbano;73;73;82;1
6;115200216000115;Estatal;Rural;9;9;11;1
6;129200228000129;Estatal;Urbano;15;15;26;1
6;159600252000159;Estatal;Rural;8;8;8;1
6;184500270000184;Estatal;Rural;12;12;15;1
6;193200276000193;Estatal;Urbano;68;68;73;1
6;270000324000270;Privado;Urbano;58;57;65;1
6;347700366000347;Estatal;Rural;6;6;6;1
6;359600372000359;Estatal;Urbano;61;60;63;1
6;371700378000371;Estatal;Rural;2;2;2;1
6;384000384000384;Estatal;Rural;32;32;34;1
6;409200396000409;Estatal;Urbano;24;23;27;1
6;435200408000435;Estatal;Rural;23;23;26;1
6;475700426000475;Estatal;Urbano;48;48;58;1
6;489600432000489;Estatal;Urbano;176;156;191;1
6;532500450000532;Privado;Urbano;60;60;65;1
6;608000480000608;Estatal;Urbano;14;14;14;1
6;623700486000623;Estatal;Rural;1;1;1;1
6;827700558000827;Estatal;Urbano;85;80;107;1
6;864500570000864;Estatal;Rural;8;8;8;1
6;960000600000960;Estatal;Urbano;92;92;118;1
6;979700606000979;Privado;Urbano;49;45;58;1
6;180033060018003;Estatal;Urbano;57;54;68;1
6;240044120024004;Estatal;Urbano;94;94;117;1
6;300055200030005;Privado;Urbano;57;57;62;1
6;360066300036006;Estatal;Rural;1;1;1;1
6;420077420042007;Estatal;Urbano;28;28;30;1
6;540099720054009;Privado;Urbano;61;61;70;1
6;192100102017192;Privado;Urbano;65;65;68;1
6;302500150025302;Privado;Urbano;36;36;60;1
6;332100162027332;Estatal;Urbano;49;48;53;1
6;362500174029362;Privado;Urbano;44;44;49;1
6;378000180030378;Privado;Urbano;49;49;53;1
6;425700198033425;Privado;Urbano;55;55;61;1
6;492100222037492;Privado;Urbano;15;15;18;1
6;526500234039526;Privado;Urbano;18;18;19;1
6;544000240040544;Privado;Urbano;19;19;23;1
6;561700246041561;Estatal;Urbano;74;73;88;1
6;616000264044616;Estatal;Urbano;22;0;23;0
6;634500270045634;Estatal;Urbano;33;32;37;1
6;672100282047672;Estatal;Urbano;19;2;20;1
6;730000300050730;Estatal;Urbano;9;9;14;1
6;769600312052769;Estatal;Urbano;42;42;49;1
6;810000324054810;Estatal;Urbano;24;22;33;1
6;830500330055830;Estatal;Urbano;54;53;71;1
6;851200336056851;Estatal;Rural;3;3;4;1
6;957700366061957;Estatal;Urbano;11;11;12;1
6;104650039006510;Estatal;Urbano;21;21;25;1
6;106920039606610;Estatal;Urbano;79;79;87;1
6;120960043207212;Estatal;Urbano;47;22;55;1
6;125800044407412;Privado;Urbano;47;47;51;1
6;133210046207713;Privado;Urbano;30;30;33;1
6;135720046807813;Privado;Urbano;17;17;26;1
6;143370048608114;Estatal;Urbano;56;56;60;1
6;161920052808816;Privado;Urbano;22;22;22;1
6;164650053408916;Estatal;Urbano;41;41;46;1
6;175770055809317;Privado;Urbano;33;33;33;1
6;178600056409417;Estatal;Urbano;76;72;88;1
6;184320057609618;Privado;Urbano;21;21;27;1
6;193050059409919;Privado;Urbano;58;55;59;1
6;600220000600220;Privado;Urbano;116;116;133;1
6;120044020012004;Privado;Urbano;95;94;102;1
6;180066060018006;Privado;Urbano;90;90;100;1
6;360121230003601;Privado;Urbano;18;16;18;1
6;480161656004801;Estatal;Urbano;54;54;65;1
6;600202090006002;Estatal;Urbano;73;71;91;1
6;652500174058652;Estatal;Urbano;10;10;20;1
6;755700198066755;Estatal;Urbano;28;27;37;1
6;782000204068782;Estatal;Urbano;58;56;85;1
6;808500210070808;Privado;Urbano;68;68;74;1
6;916500234078916;Estatal;Rural;36;32;36;1
6;971700246082971;Estatal;Urbano;78;78;98;1
6;105600026408810;Estatal;Urbano;28;27;30;1
6;108450027009010;Estatal;Urbano;66;65;90;1
6;114210028209411;Estatal;Urbano;48;48;57;1
6;120050029409812;Estatal;Urbano;43;42;51;1
6;123000030010012;Estatal;Urbano;68;68;85;1
6;128960031210412;Estatal;Urbano;71;70;84;1
6;138050033011013;Estatal;Rural;1;1;1;1
6;144210034211414;Estatal;Urbano;41;37;53;1
6;150450035411815;Privado;Urbano;50;50;57;1
6;159960037212415;Privado;Urbano;24;24;27;1
6;163170037812616;Estatal;Urbano;57;55;61;1
6;172920039613217;Estatal;Urbano;75;73;82;1
6;179520040813617;Estatal;Urbano;36;35;39;1
6;182850041413818;Estatal;Urbano;97;97;111;1
6;186200042014018;Estatal;Urbano;74;55;76;1
6;192960043214419;Estatal;Urbano;109;107;127;1
6;196370043814619;Estatal;Urbano;47;43;62;1
6;203250045015020;Privado;Urbano;63;62;72;1
6;206720045615220;Privado;Urbano;44;22;50;1
6;242520051617224;Estatal;Rural;0;0;1;0
6;246210052217424;Estatal;Urbano;68;66;69;1
6;249920052817624;Estatal;Rural;8;8;8;1
6;261170054618226;Privado;Urbano;61;61;63;1
6;268770055818626;Estatal;Rural;0;0;1;0
6;272600056418827;Estatal;Rural;6;6;6;1
6;280320057619228;Estatal;Rural;0;0;1;0
6;292050059419829;Estatal;Rural;19;19;28;1
6;296000060020029;Estatal;Urbano;33;23;49;1
6;303960061220430;Estatal;Urbano;0;0;48;0
6;240121212002401;Estatal;Urbano;17;16;22;1
